Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
Female,20,Engineering,51.0,11.0,3.07,6.6,6,2.25
Female,21,Economics,58.8,7.5,2.55,7.1,15,3.12
Male,19,Computer Science,95.0,7.5,2.42,7.1,10,3.48
Male,20,Psychology,57.9,5.8,1.97,6.9,11,2.07
Male,23,Mathematics,77.1,8.6,2.05,8.1,13,2.65
Male,21,Engineering,48.8,9.1,2.57,7.4,9,2.71
Male,19,Engineering,47.3,2.6,2.44,6.8,12,2.14
Female,22,Mathematics,69.1,8.6,3.61,8.0,5,1.73
Female,22,Business,60.5,6.0,2.3,5.0,5,3.44
Female,18,Business,58.5,2.5,3.51,7.7,14,2.32
Female,22,Computer Science,60.8,3.2,2.31,7.5,10,2.97
Male,19,Engineering,67.9,8.7,2.25,5.4,11,2.74
Male,20,Psychology,77.1,7.2,2.43,5.2,11,3.06
Male,19,Mathematics,55.1,8.2,2.74,8.8,14,3.19
Female,21,Business,57.4,10.2,2.26,7.6,9,2.69
Male,20,Business,72.1,7.4,2.61,8.1,13,2.36
Male,22,Mathematics,76.9,5.6,2.98,8.3,11,2.04
Female,22,Business,43.6,11.8,3.27,8.6,13,3.17
Male,22,Mathematics,42.7,6.2,2.28,7.2,15,1.49
Female,20,Engineering,48.6,11.1,1.92,8.9,10,2.47
Female,22,Psychology,42.6,6.9,3.3,8.1,6,2.59
Male,21,Business,68.7,8.0,2.41,4.9,7,2.55
Male,22,Economics,51.3,6.9,2.99,6.2,7,3.08
Female,21,Mathematics,76.3,4.8,2.14,5.2,9,1.65
Male,20,Psychology,72.4,10.0,2.56,6.8,13,2.51
Male,23,Engineering,49.9,8.9,2.12,6.1,14,3.57
Male,20,Mathematics,62.5,8.2,2.18,6.3,7,2.31
Male,20,Mathematics,48.6,9.8,2.59,8.8,14,2.36
Male,20,Psychology,42.3,9.5,3.5,8.0,16,3.05
Female,19,Economics,58.9,5.2,3.29,6.9,13,2.1
Male,20,Economics,55.8,4.5,2.45,6.4,11,3.18
Male,19,Business,66.1,7.6,3.18,7.4,8,2.75
Female,21,Mathematics,49.1,8.5,3.2,8.5,12,3.01
Male,21,Engineering,80.5,8.7,2.53,7.3,7,2.32
Male,23,Computer Science,73.4,3.7,2.99,7.0,13,2.51
Male,22,Computer Science,77.8,7.0,2.97,6.6,9,2.92
Male,20,Business,67.4,11.6,2.61,4.7,6,3.34
Female,21,Computer Science,38.3,5.6,2.38,5.8,10,1.7
Male,21,Psychology,78.8,7.7,2.92,7.6,5,2.83
Female,21,Computer Science,69.4,6.6,1.59,6.6,14,2.74
Female,21,Business,50.5,4.9,2.09,6.1,9,3.04
Female,19,Psychology,62.8,7.6,2.04,8.4,9,1.97
Male,20,Economics,88.3,7.7,2.55,8.2,7,2.97
Female,21,Computer Science,91.3,3.1,2.78,9.3,6,2.64
Male,23,Business,64.4,5.3,2.52,7.5,9,2.31
Female,20,Economics,58.6,4.9,3.54,7.6,18,2.36
Male,21,Psychology,55.6,9.2,2.28,5.3,9,2.23
Female,19,Psychology,52.2,7.3,3.36,7.6,7,2.32
Male,19,Psychology,66.7,6.4,2.56,8.5,13,1.83
Male,20,Business,71.3,8.3,2.42,7.8,7,2.54
Female,22,Computer Science,50.7,3.6,2.94,5.6,4,2.98
Female,21,Computer Science,76.5,8.3,3.55,9.0,10,3.23
Female,20,Economics,43.1,5.2,2.69,8.4,9,2.31
Female,20,Computer Science,47.5,4.1,2.59,7.8,16,1.61
Male,19,Computer Science,41.5,3.3,3.48,5.9,15,3.0
Male,22,Psychology,69.3,9.7,2.68,6.9,10,2.64
Female,20,Economics,87.9,7.6,3.42,7.4,8,2.39
Male,22,Economics,74.8,3.6,2.83,5.4,15,2.9
Male,21,Economics,73.6,4.9,2.38,7.4,7,2.25
Male,22,Business,76.4,4.1,2.09,7.9,5,3.15
Male,21,Economics,75.8,1.7,2.24,8.6,6,1.9
Female,20,Engineering,86.6,5.5,3.39,7.4,12,2.59
Male,21,Psychology,57.2,6.1,2.81,4.6,12,2.37
Male,23,Psychology,84.3,6.6,2.82,6.8,8,2.28
Female,21,Business,57.3,10.9,3.65,7.5,11,2.84
Female,22,Economics,52.1,4.7,1.73,7.0,16,2.75
Male,20,Engineering,42.5,3.5,3.42,6.7,10,2.5
Female,20,Engineering,80.1,11.3,2.65,6.5,13,2.85
Male,22,Economics,68.1,6.9,2.24,8.4,13,3.05
Female,21,Engineering,71.7,9.7,2.45,8.4,8,1.75
Male,20,Business,69.1,8.4,2.56,5.8,13,2.63
Female,20,Business,71.7,8.9,3.59,8.1,10,2.28
Female,21,Economics,74.2,11.1,2.43,6.3,5,2.0
Female,20,Engineering,67.9,10.4,2.14,6.5,10,2.15
Male,21,Economics,76.3,7.7,2.78,8.0,4,2.21
Male,21,Business,79.3,11.4,3.07,6.3,12,1.84
Female,22,Business,84.6,9.4,2.52,5.8,11,2.15
Female,19,Economics,82.6,3.8,2.51,6.6,3,2.86
Female,22,Economics,65.4,5.2,1.84,6.8,10,2.46
Female,21,Economics,61.7,5.0,2.78,7.8,7,2.21
Female,20,Economics,88.5,8.4,2.75,8.0,13,2.49
Male,21,Engineering,56.7,5.3,2.1,6.5,10,1.55
Male,21,Psychology,86.6,9.5,3.01,6.7,17,1.86
Male,21,Engineering,76.2,7.8,2.99,8.6,7,2.82
Female,22,Mathematics,62.3,7.8,1.9,5.9,9,1.89
Male,20,Computer Science,60.1,4.5,2.27,8.3,7,1.92
Female,23,Computer Science,69.5,8.0,3.0,9.0,5,1.99
Female,21,Computer Science,74.1,9.1,2.3,7.6,10,2.41
Female,20,Computer Science,65.7,2.9,2.95,7.6,12,2.72
Male,22,Economics,48.2,6.3,2.6,8.2,11,2.9
Male,23,Mathematics,61.3,3.0,3.28,6.7,13,3.18
Female,22,Business,67.3,5.3,2.88,6.4,14,2.68
Female,21,Psychology,78.9,7.9,2.85,7.2,7,2.0
Male,20,Psychology,71.3,9.7,2.38,7.1,14,2.22
Male,21,Engineering,70.4,9.3,3.2,7.9,10,3.49
Male,22,Mathematics,51.5,7.6,2.97,5.0,4,1.99
Male,20,Computer Science,55.6,10.0,1.82,7.6,14,3.81
Male,20,Mathematics,68.7,4.0,2.4,5.8,13,2.5
Male,20,Business,41.6,6.6,2.31,8.4,9,1.66
Male,20,Computer Science,53.6,5.5,2.75,6.7,12,1.81
Male,22,Business,75.5,5.7,2.65,6.4,5,2.72
Female,21,Engineering,51.4,8.3,3.35,7.3,14,2.34
Female,19,Psychology,63.3,1.8,2.27,7.3,11,2.43
Male,21,Economics,71.1,6.0,2.06,7.4,2,2.27
Female,22,Business,64.7,12.2,2.7,7.4,11,2.4
Male,21,Business,88.1,9.8,3.13,7.4,10,1.89
Female,21,Business,82.9,7.7,2.18,5.9,6,2.23
Male,19,Psychology,75.4,8.8,2.85,6.6,16,1.91
Female,23,Computer Science,43.9,3.5,3.73,6.6,8,2.05
Male,21,Business,91.0,9.4,3.03,5.5,6,2.77
Male,22,Mathematics,84.8,5.4,2.63,8.7,18,1.85
Male,20,Economics,70.6,8.6,2.64,9.3,3,2.27
Female,21,Psychology,66.5,7.8,3.15,7.3,8,2.97
Female,23,Psychology,87.8,10.7,2.82,7.8,13,2.82
Male,21,Business,52.2,7.6,2.57,5.9,9,2.44
Female,22,Psychology,68.9,7.3,2.07,7.6,5,3.34
Male,19,Economics,78.8,10.7,2.9,6.4,4,2.32
Male,21,Engineering,87.1,6.1,3.11,6.8,8,1.85
Male,21,Business,59.5,8.2,2.34,8.1,13,2.91
Male,21,Economics,35.6,10.2,2.93,8.2,10,2.5
Male,20,Computer Science,41.7,8.7,2.89,7.1,6,1.94
Female,21,Psychology,70.2,2.2,2.8,6.1,11,2.57
Female,23,Business,64.7,2.1,1.71,7.7,14,3.06
Male,21,Psychology,64.5,9.2,2.68,5.6,9,1.87
Male,20,Computer Science,53.5,7.3,1.92,6.3,14,2.61
Female,22,Mathematics,43.2,6.4,2.74,6.0,8,1.69
Female,21,Psychology,85.4,8.6,3.24,6.8,10,2.18
Female,23,Psychology,78.0,4.7,3.0,7.8,5,1.76
Male,22,Business,86.7,6.9,2.69,8.0,6,2.76
Male,19,Computer Science,65.8,2.4,2.68,7.2,8,3.22
Female,19,Psychology,69.6,3.4,3.52,6.1,8,2.87
Male,20,Economics,43.5,1.8,3.5,8.2,11,1.86
Male,21,Computer Science,88.0,5.8,2.14,8.4,9,2.62
Female,20,Economics,84.8,3.8,3.17,6.3,10,1.96
Male,21,Economics,77.3,9.7,2.51,7.6,12,3.0
Male,20,Business,87.0,4.3,3.39,7.3,3,2.6
Female,21,Psychology,72.4,2.7,2.1,7.6,12,2.28
Female,22,Computer Science,69.9,2.9,2.45,8.9,15,2.1
Female,22,Psychology,76.0,7.9,2.15,7.2,12,3.05
Female,22,Business,61.5,7.8,3.61,8.1,13,2.27
Male,22,Mathematics,49.5,2.3,2.59,7.6,14,2.76
Male,21,Mathematics,73.4,6.6,2.72,5.9,18,2.19
Female,22,Computer Science,55.9,1.4,2.21,8.6,2,2.79
Female,21,Economics,47.3,7.1,2.25,5.6,8,2.74
Male,22,Business,61.3,7.3,2.74,8.2,13,2.23
Male,19,Engineering,70.3,5.9,2.5,7.7,9,1.88
Male,21,Engineering,67.8,3.2,2.19,5.1,13,3.05
Male,20,Economics,54.1,7.1,3.31,6.4,8,1.81
Male,20,Mathematics,48.8,8.2,3.01,7.1,16,2.37
Female,22,Mathematics,64.2,10.6,3.2,5.9,8,2.27
Male,21,Psychology,46.4,6.7,3.55,5.9,15,2.75
Male,20,Business,44.8,10.0,3.07,8.0,7,3.16
Male,20,Psychology,68.5,3.8,2.23,8.2,5,2.36
Female,21,Business,74.6,4.0,3.04,6.9,14,2.29
Male,20,Engineering,67.4,5.1,1.98,6.4,12,2.35
Male,22,Engineering,48.9,3.4,3.46,5.7,11,2.05
Female,19,Economics,51.3,4.7,2.56,7.8,9,2.39
Male,21,Economics,44.7,4.5,2.56,8.6,13,2.36
Male,20,Business,66.6,10.2,2.96,6.9,10,3.18
Male,21,Engineering,78.9,9.0,2.67,5.1,11,2.37
Female,19,Economics,69.8,6.3,2.22,7.3,11,3.06
Male,21,Economics,62.0,10.5,3.15,6.8,14,2.94
Female,22,Business,62.4,3.4,2.84,7.5,10,1.46
Female,22,Computer Science,85.4,8.0,3.4,7.8,5,3.09
Male,21,Psychology,64.5,3.4,2.96,6.1,15,1.57
Male,23,Business,56.0,4.5,2.54,8.5,10,2.15
Male,21,Economics,78.3,11.0,2.91,5.4,13,2.09
Female,21,Mathematics,78.3,5.4,3.64,5.4,15,1.99
Male,20,Mathematics,84.0,8.7,2.55,7.6,16,2.88
Male,22,Mathematics,41.1,9.7,3.47,6.5,17,2.12
Female,20,Computer Science,47.9,12.2,3.04,6.2,15,3.24
Female,20,Business,53.1,8.9,2.56,8.3,13,2.15
Male,22,Mathematics,58.9,6.4,2.36,6.8,10,2.86
Female,20,Engineering,81.6,6.3,3.27,5.0,12,2.99
Female,20,Mathematics,74.5,3.5,2.93,6.8,12,2.18
Female,21,Psychology,51.5,4.2,2.73,5.6,4,2.13
Male,22,Psychology,45.8,8.8,3.35,9.1,9,2.08
Female,19,Economics,72.0,6.3,2.5,6.2,12,2.34
Female,23,Mathematics,54.9,7.4,3.13,7.0,5,3.54
Female,22,Economics,51.5,9.1,2.77,7.5,15,1.92
Male,21,Engineering,52.4,5.8,3.02,8.6,10,2.19
Male,23,Mathematics,63.8,7.5,2.91,8.3,7,1.88
Male,22,Business,79.4,6.8,2.93,6.6,9,2.16
Male,20,Mathematics,62.9,6.8,2.9,6.9,3,1.81
Male,23,Computer Science,44.5,10.9,3.05,5.1,5,2.12
Male,20,Mathematics,68.6,9.6,2.01,6.6,10,2.17
Female,21,Psychology,63.9,9.7,2.67,6.7,14,2.84
Female,20,Mathematics,58.8,7.6,2.27,8.6,12,3.22
Female,20,Business,64.7,2.9,2.17,8.5,13,2.06
Female,20,Economics,81.0,8.5,3.18,6.8,14,3.25
Male,22,Business,60.7,8.5,3.2,7.1,7,3.62
Female,20,Computer Science,81.8,7.7,2.97,6.4,11,3.07
Female,21,Computer Science,54.5,9.8,3.28,7.5,9,3.0
Male,23,Psychology,81.2,3.6,2.17,7.5,8,3.34
Female,20,Psychology,71.4,8.9,3.04,8.2,10,2.7
Female,19,Computer Science,84.9,4.2,3.0,6.0,9,1.98
Male,21,Psychology,57.7,7.8,3.37,8.0,14,2.29
Female,20,Economics,45.0,7.8,2.67,5.9,9,2.71
Female,22,Engineering,66.5,10.0,1.92,5.9,4,2.1
Female,21,Engineering,63.8,3.7,2.72,5.3,11,2.17
Female,22,Mathematics,57.7,4.4,2.24,7.9,10,1.62
Female,19,Engineering,57.2,6.7,2.65,7.0,11,2.43
Female,22,Mathematics,40.3,6.8,2.75,7.1,7,2.93
Female,21,Psychology,67.5,4.9,1.97,7.3,12,1.36
Female,20,Psychology,77.9,6.8,2.09,8.9,9,2.35
Female,19,Economics,75.1,6.7,2.21,6.4,14,2.88
Female,22,Computer Science,73.4,9.7,2.34,7.6,16,1.86
Male,24,Computer Science,47.6,6.4,2.26,5.5,12,2.78
Female,21,Psychology,74.4,8.0,2.86,6.0,11,3.04
Female,20,Computer Science,82.0,5.6,2.88,7.4,12,3.38
Female,20,Psychology,61.1,8.2,3.23,8.5,11,3.19
Female,21,Business,54.9,3.0,2.62,8.3,7,3.36
Female,22,Business,70.8,4.5,2.11,6.7,7,2.33
Female,20,Computer Science,77.2,10.1,2.88,7.6,14,2.26
Male,21,Economics,77.1,3.9,3.06,6.5,5,2.82
Female,22,Business,37.6,10.8,3.22,6.0,4,2.67
Male,22,Psychology,67.1,7.3,3.25,6.5,15,2.93
Male,22,Engineering,81.1,10.8,2.22,7.9,14,1.93
Female,20,Business,54.8,7.8,2.56,6.4,3,3.34
Male,22,Psychology,76.3,2.9,2.51,6.5,8,2.41
Female,22,Economics,60.0,4.9,3.6,8.0,11,2.07
Female,20,Mathematics,62.3,3.9,2.52,5.7,12,2.55
Male,22,Mathematics,63.7,4.4,2.35,7.6,12,3.16
Female,21,Computer Science,64.9,7.1,3.21,6.5,11,2.55
Female,19,Business,67.2,10.2,2.35,6.4,10,3.39
Female,21,Mathematics,67.8,9.5,2.67,7.1,11,2.95
Female,21,Business,67.6,7.4,3.57,7.3,9,2.05
Male,23,Mathematics,84.0,4.3,2.65,5.2,13,3.01
Female,20,Mathematics,55.4,5.9,2.34,7.7,6,2.12
Male,21,Engineering,56.8,2.6,3.13,6.0,11,3.23
Male,21,Business,46.5,5.7,2.4,7.2,13,1.6
Male,23,Psychology,67.5,8.1,2.59,7.2,9,2.1
Female,20,Psychology,52.6,6.0,2.36,8.7,9,3.02
Male,22,Computer Science,74.3,8.3,2.97,7.5,5,2.72
Male,21,Psychology,41.0,5.7,2.83,7.1,5,2.3
Female,20,Economics,86.9,9.3,2.44,5.7,14,1.97
Male,19,Economics,76.3,11.0,2.9,6.0,7,2.06
Female,20,Mathematics,81.3,6.6,3.44,4.7,8,2.6
Male,20,Economics,62.4,4.4,2.91,6.9,8,3.38
Female,20,Economics,63.3,9.1,2.98,7.8,12,2.93
Female,21,Engineering,72.9,4.9,2.25,7.0,12,2.04
Female,23,Psychology,62.8,11.3,2.91,6.8,17,2.6
Male,22,Psychology,70.5,3.3,3.12,4.9,11,3.39
Female,19,Economics,89.0,4.4,2.62,7.2,12,2.73
Female,21,Engineering,57.0,8.6,2.1,5.2,14,2.39
Female,19,Business,57.6,3.8,2.75,7.0,10,2.4
Male,20,Economics,77.6,4.6,3.04,7.4,9,3.11
Female,21,Computer Science,48.9,8.4,2.33,6.1,11,3.36
Male,20,Mathematics,67.2,4.4,1.9,6.1,7,2.53
Male,21,Business,54.1,5.9,2.33,4.9,13,2.48
Female,22,Economics,35.8,10.3,3.24,6.1,11,3.36
Male,23,Psychology,39.9,3.2,2.54,6.3,15,2.38
Female,19,Computer Science,43.3,8.4,3.41,8.1,15,2.11
Female,21,Mathematics,58.3,6.8,2.75,7.0,11,2.23
Female,20,Engineering,73.4,7.6,2.55,8.3,12,2.23
Male,22,Mathematics,75.0,5.5,2.86,5.9,16,2.78
Male,22,Economics,73.4,6.5,2.81,8.0,9,3.35
Male,18,Economics,69.2,9.9,2.9,7.1,11,2.47
Female,21,Computer Science,60.5,1.8,3.05,5.2,10,3.38
Male,22,Mathematics,67.9,5.4,2.82,5.9,11,2.24
Female,21,Psychology,72.4,6.4,2.8,5.3,9,2.25
Female,19,Economics,49.3,11.0,2.71,7.4,8,3.04
Male,21,Computer Science,57.4,5.8,2.88,6.7,11,2.96
Female,22,Engineering,83.9,5.6,3.01,8.2,14,3.25
Male,20,Computer Science,45.9,9.9,2.34,8.3,11,2.63
Female,20,Psychology,58.4,5.9,3.16,8.2,14,3.12
Male,22,Engineering,59.5,6.2,2.87,7.2,16,1.6
Male,23,Engineering,52.1,10.1,2.87,5.3,8,2.67
Female,21,Business,54.3,3.4,3.39,7.9,8,2.3
Male,21,Engineering,87.3,11.8,3.21,7.0,13,3.27
Female,22,Computer Science,49.6,9.2,1.99,7.4,12,2.04
Female,20,Business,57.4,6.5,2.01,6.8,6,1.99
Male,22,Psychology,47.9,7.9,2.34,5.9,13,2.25
Male,22,Economics,37.5,7.4,2.23,8.4,11,2.79
Male,22,Business,85.8,9.8,2.87,6.5,8,2.99
Male,21,Psychology,56.3,5.0,3.12,7.5,14,2.76
Female,20,Computer Science,65.3,4.8,2.83,7.2,6,1.95
Female,21,Economics,60.0,9.4,1.71,6.4,9,3.51
Male,21,Engineering,70.6,5.9,2.91,8.4,9,2.02
Male,21,Mathematics,60.5,8.3,3.49,8.2,3,3.23
Male,21,Business,55.5,8.0,2.12,5.8,7,2.89
Female,20,Mathematics,48.9,9.9,3.24,6.6,13,2.19
Female,21,Engineering,42.6,5.4,1.65,7.2,7,3.24
Female,21,Psychology,77.9,8.5,2.56,6.1,10,2.48
Female,22,Psychology,54.7,6.1,2.71,6.2,6,2.33
Female,21,Computer Science,64.6,5.1,2.51,5.4,14,3.65
Female,19,Psychology,68.3,6.8,3.24,6.1,13,1.83
Female,21,Psychology,51.7,6.9,1.66,6.3,16,3.12
Female,23,Business,75.5,5.9,2.29,7.6,6,2.61
Female,23,Engineering,41.6,3.5,2.01,5.4,6,2.6
Female,20,Computer Science,66.0,7.3,2.37,7.3,9,3.55
Male,20,Mathematics,57.3,3.3,2.35,5.9,12,2.36
Male,21,Engineering,61.2,3.9,2.54,6.6,7,2.8
Male,23,Computer Science,58.0,5.8,3.3,6.1,6,3.02
Female,20,Computer Science,46.3,5.2,2.31,7.6,13,2.03
Female,22,Computer Science,40.4,7.1,1.93,7.6,8,2.22
Male,21,Economics,72.9,6.7,3.19,5.3,15,3.29
Male,22,Engineering,73.3,9.4,3.14,8.5,11,2.47
Female,21,Business,73.9,5.5,2.22,8.4,6,2.69
Female,20,Computer Science,62.9,2.6,2.8,5.5,14,2.89
Female,21,Business,66.8,7.0,3.01,6.9,3,2.41
Female,21,Economics,67.5,7.2,2.25,9.0,13,3.37
Female,20,Mathematics,56.7,11.8,3.42,5.6,11,3.09
Female,22,Psychology,54.1,6.0,3.18,6.8,11,3.74
Male,22,Computer Science,84.9,10.2,1.82,7.6,6,3.05
Female,19,Mathematics,73.9,5.6,2.65,8.2,12,2.43
Male,20,Business,42.0,9.2,3.01,8.8,11,2.53
Female,21,Psychology,60.4,4.0,2.18,5.3,6,2.68
Female,19,Business,66.0,8.6,2.35,8.4,15,2.5
Male,22,Economics,72.0,4.6,3.27,5.5,15,2.22
Female,22,Psychology,72.6,4.8,3.04,7.0,8,2.47
Female,20,Engineering,51.4,3.6,2.08,5.9,8,2.56
Female,22,Mathematics,61.7,8.7,2.43,7.9,14,1.92
Female,19,Business,60.4,5.5,2.69,7.5,8,2.9
Female,20,Economics,88.9,8.8,2.45,6.9,4,2.28
Female,22,Psychology,66.0,9.3,3.0,7.1,4,2.31
Female,22,Business,63.6,5.2,2.64,6.8,10,2.67
Male,21,Mathematics,59.7,6.8,2.64,8.3,4,3.51
Male,21,Engineering,77.5,9.7,3.15,6.6,12,3.22
Male,21,Business,42.5,4.4,2.03,6.7,8,2.85
Female,20,Psychology,56.4,10.6,2.09,6.3,7,2.94
Male,20,Psychology,52.3,3.0,3.07,8.8,7,2.32
Male,21,Economics,57.2,7.7,3.0,6.1,12,3.42
Female,21,Engineering,73.4,10.2,1.71,6.8,14,2.81
Female,20,Economics,65.9,5.6,2.05,8.7,18,2.81
Male,22,Psychology,74.9,6.9,2.1,7.0,9,2.67
Female,20,Engineering,77.5,7.6,3.18,5.9,10,2.64
Male,19,Business,90.1,6.4,1.85,7.4,5,3.63
Female,20,Psychology,69.4,8.3,2.13,7.1,6,2.71
Male,21,Computer Science,62.5,5.0,1.95,7.6,16,2.99
Female,19,Economics,75.2,8.2,2.35,7.6,10,2.31
Female,21,Economics,73.0,11.5,3.39,7.7,15,2.09
Female,19,Mathematics,83.4,6.8,3.17,7.1,12,2.1
Male,22,Computer Science,68.6,5.5,2.16,8.8,8,1.64
Male,21,Mathematics,55.4,7.7,2.37,8.6,6,2.5
Female,19,Business,90.0,4.5,2.74,8.0,4,3.26
Male,21,Engineering,82.5,10.1,2.31,6.2,15,2.4
Male,21,Psychology,65.4,12.0,2.1,6.2,14,2.9
Female,20,Computer Science,70.9,6.7,3.34,5.8,6,3.32
Male,22,Economics,48.2,9.3,1.91,7.3,9,2.86
Female,21,Computer Science,76.8,8.7,2.58,7.1,11,2.23
Female,20,Engineering,51.6,5.6,3.15,5.9,9,2.64
Male,19,Psychology,63.2,7.7,2.09,7.9,7,2.63
Female,22,Economics,54.6,5.8,2.19,7.6,10,2.31
Male,22,Business,53.9,8.7,2.52,6.7,9,2.62
Male,20,Mathematics,50.5,8.3,3.42,7.0,8,2.12
Male,22,Computer Science,91.2,9.5,2.91,6.5,10,2.92
Male,21,Economics,72.4,6.4,2.19,7.8,9,2.85
Female,20,Business,56.5,9.5,3.23,7.5,14,3.43
Female,21,Economics,48.8,9.2,2.69,5.7,6,2.59
Male,22,Business,65.1,9.6,1.94,6.1,8,1.93
Female,21,Engineering,81.7,2.8,2.34,7.7,8,1.91
Female,21,Business,48.4,4.6,2.58,5.3,12,2.77
Male,22,Business,85.7,8.0,2.46,6.4,12,3.28
Male,20,Economics,84.5,6.5,2.68,7.2,6,2.25
Male,22,Business,59.6,8.6,2.3,5.0,11,2.99
Female,22,Engineering,66.0,7.1,2.41,7.0,9,2.59
Male,21,Engineering,51.4,9.2,2.32,7.0,5,3.19
Female,23,Computer Science,46.7,10.2,2.94,5.8,8,2.71
Female,20,Economics,66.2,9.6,2.96,6.0,11,3.34
Female,21,Psychology,63.4,8.1,2.85,5.6,14,2.63
Male,23,Business,62.8,9.4,2.95,4.6,9,3.13
Male,22,Computer Science,72.9,8.4,2.74,8.4,11,3.17
Male,21,Business,65.7,7.8,3.26,8.1,14,2.58
Male,21,Economics,73.8,5.7,2.93,8.8,13,1.93
Female,21,Mathematics,86.5,7.1,2.28,8.6,10,3.08
Female,20,Mathematics,55.4,6.7,2.09,8.8,15,3.05
Male,20,Economics,67.8,3.0,2.93,7.2,12,3.37
Male,19,Engineering,65.7,8.5,2.77,6.7,15,3.1
Male,23,Engineering,77.3,8.0,2.61,8.0,4,2.35
Male,21,Engineering,68.7,5.3,2.42,7.1,5,3.14
Female,22,Mathematics,54.8,7.8,3.34,7.0,10,1.66
Male,19,Mathematics,63.6,10.5,3.51,6.8,11,3.0
Male,21,Computer Science,80.1,11.1,2.37,8.3,14,3.59
Male,21,Computer Science,63.1,8.0,3.15,7.9,15,3.01
Male,23,Computer Science,58.6,5.9,2.49,7.6,15,2.78
Female,21,Engineering,79.0,8.1,2.97,8.3,13,2.02
Female,23,Mathematics,64.0,5.9,2.91,6.7,9,2.17
Male,21,Psychology,35.4,8.5,3.41,9.2,9,3.14
Female,20,Economics,73.5,6.1,2.82,5.5,11,2.97
Female,20,Economics,72.4,5.9,3.4,6.5,9,2.56
Female,21,Business,82.3,6.5,2.94,6.9,13,2.7
Female,19,Economics,67.9,8.0,2.63,5.0,2,2.82
Female,21,Engineering,73.7,1.8,2.43,6.2,13,2.47
Female,21,Business,76.0,10.1,2.09,9.5,12,2.63
Male,21,Business,64.8,6.5,2.51,8.9,14,2.48
Female,20,Business,65.1,4.6,2.43,7.6,16,3.57
Male,20,Economics,50.4,5.5,1.92,7.1,10,2.92
Female,21,Computer Science,85.6,8.7,2.07,7.2,10,2.44
Male,20,Computer Science,65.5,7.3,3.16,6.2,17,3.08
Male,21,Engineering,65.9,4.8,2.33,7.3,10,2.07
Male,20,Economics,58.9,3.4,3.35,5.0,10,1.99
Female,21,Economics,62.8,5.6,2.94,5.3,12,2.25
Female,21,Psychology,45.1,7.4,1.82,7.6,10,1.54
Male,20,Psychology,53.7,7.7,2.47,7.7,8,3.66
Female,22,Computer Science,66.3,3.9,2.84,7.3,5,1.87
Male,19,Business,59.2,6.3,2.83,6.3,14,2.54
Female,21,Psychology,65.9,5.7,3.02,8.2,11,1.77
Female,22,Engineering,65.8,11.1,2.58,6.8,12,3.3
Male,22,Psychology,53.6,5.9,2.82,7.4,5,2.39
Male,20,Mathematics,47.8,6.6,3.07,8.4,10,2.3
Female,21,Mathematics,65.2,7.0,1.79,9.3,13,3.09
Female,20,Mathematics,66.9,5.2,2.49,7.1,15,2.76
Female,20,Mathematics,62.1,7.9,2.6,7.1,10,1.84
Male,23,Computer Science,76.5,5.1,2.24,7.5,7,2.4
Female,22,Business,49.3,5.4,3.54,7.5,11,1.57
Female,22,Business,67.8,4.4,3.29,6.4,5,2.44
Male,22,Mathematics,47.7,9.4,2.28,8.1,6,2.59
Female,22,Psychology,47.4,7.3,2.32,6.8,14,2.32
Male,19,Psychology,85.2,4.8,2.63,6.6,8,2.95
Male,20,Business,75.2,8.2,2.58,6.0,8,2.71
Female,21,Psychology,51.9,5.8,3.43,7.8,13,3.01
Female,21,Business,80.7,4.2,2.52,7.7,12,1.95
Male,20,Mathematics,76.5,11.8,3.6,6.9,13,3.06
Female,21,Business,62.1,4.4,3.47,6.8,12,2.68
Male,22,Psychology,42.9,9.8,3.08,7.2,5,3.44
Male,19,Engineering,38.2,10.3,1.89,8.5,8,3.17
Female,22,Engineering,51.4,11.0,2.61,8.9,10,2.03
Male,23,Psychology,58.4,4.5,2.77,8.2,14,1.78
Male,19,Business,88.8,6.7,2.39,6.9,12,2.06
Female,20,Psychology,64.8,7.6,2.88,7.7,5,3.23
Female,23,Engineering,59.0,8.1,2.13,7.6,12,2.46
Male,21,Computer Science,66.0,8.5,1.62,8.6,15,1.63
Female,20,Computer Science,52.1,6.5,3.21,6.3,12,2.55
Male,21,Engineering,60.4,10.4,1.62,5.7,8,1.64
Female,22,Business,75.1,6.3,2.4,5.5,4,2.2
Female,21,Computer Science,66.6,4.2,3.21,6.4,12,2.1
Male,23,Engineering,67.9,5.4,3.14,8.0,10,2.78
Male,22,Psychology,58.2,2.7,2.52,6.0,8,3.19
Female,21,Computer Science,61.4,4.8,2.94,7.3,11,2.03
Male,22,Engineering,51.6,6.9,2.49,7.3,8,2.71
Female,20,Engineering,63.5,8.9,2.75,6.6,7,2.6
Male,22,Computer Science,45.5,3.1,3.15,6.6,15,2.77
Female,22,Engineering,68.8,7.2,2.93,5.9,6,2.1
Female,20,Economics,91.1,8.0,3.16,5.7,8,2.41
Female,21,Business,67.8,7.0,2.87,5.3,13,2.38
Female,21,Mathematics,70.9,9.7,1.99,5.5,12,2.42
Female,21,Psychology,65.5,5.1,2.57,7.5,8,2.63
